"Pokedex Number","Pokemon Name","Classification","Legendary Type","Height","Weight","Primary Type","Secondary Type","Primary Ability","Primary Ability Description","Secondary Ability","Secondary Ability Description","Hidden Ability","Hidden Ability Description","Male Ratio","Female Ratio","Games of Origin","Health EV","Attack EV","Defense EV","Special Attack EV","Special Defense EV","Speed EV","Catch Rate","Experience Growth Name","Experience Growth Total","Experience Yield","Base Happiness","Health Base Stat","Attack Base Stat","Defense Base Stat","Special Attack Base Stat","Special Defense Base Stat","Speed Base Stat","Primary Egg Group","Secondary Egg Group","Cycle Count","Pre-Evolution Pokedex Number","Evolution Method","Evolution Details","Original Pokemon","Form Name"
"466","Electivire","Thunderbolt Pokemon","","1.80","138.60","Electric","","Motor Drive","Boosts its Speed stat if hit by an Electric-type move, instead of taking damage.","","","Vital Spirit","The Pokemon is full of vitality, and that prevents it from falling asleep.","75","25","Diamond / Pearl","0","3","0","0","0","0","30","Medium Fast","1000000","243","70","75","123","67","95","85","95","Human-Like","","25","125","Trade","Electirizer","",""
"562","Yamask","Spirit Pokemon","",".50","1.50","Ghost","","Mummy","Contact with the Pokemon changes the attacker's Ability to Mummy.","","","","","50","50","Black / White","0","0","1","0","0","0","190","Medium Fast","1000000","61","70","38","30","85","55","65","30","Mineral","Amorphous","25","","","","",""
"563","Cofagrigus","Coffin Pokemon","","1.70","76.50","Ghost","","Mummy","Contact with the Pokemon changes the attacker's Ability to Mummy.","","","","","50","50","Black / White","0","0","2","0","0","0","90","Medium Fast","1000000","169","70","58","50","145","95","105","30","Mineral","Amorphous","25","562","Level Up","Level 34","",""
"18-1","Pidgeot","Bird Pokemon","","2.20","50.50","Normal","Flying","No Guard","The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.","","","","","50","50","Omega Ruby / Alpha Sapphire","0","0","0","0","0","3","45","Medium Slow","1059860","261","70","83","80","80","135","80","121","Flying","","15","","","","18","Mega Evolution"
"679","Honedge","Sword Pokemon","",".80","2.00","Steel","Ghost","No Guard","The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.","","","","","50","50","X / Y","0","0","1","0","0","0","180","Medium Fast","1000000","65","70","45","80","100","35","37","28","Mineral","","20","","","","",""
"680","Doublade","Sword Pokemon","",".80","4.50","Steel","Ghost","No Guard","The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.","","","","","50","50","X / Y","0","0","2","0","0","0","90","Medium Fast","1000000","157","70","59","110","150","45","49","35","Mineral","","20","679","Level Up","Level 35","",""
"220","Swinub","Pig Pokemon","",".40","6.50","Ice","Ground","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Snow Cloak","Boosts evasion in a hailstorm.","Thick Fat","The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.","50","50","Gold / Silver / Crystal","0","1","0","0","0","0","225","Slow","1250000","50","70","50","50","40","30","30","50","Field","","20","","","","",""
"221","Piloswine","Swine Pokemon","","1.10","55.80","Ice","Ground","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Snow Cloak","Boosts evasion in a hailstorm.","Thick Fat","The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.","50","50","Gold / Silver / Crystal","1","1","0","0","0","0","75","Slow","1250000","158","70","100","100","80","60","60","50","Field","","20","220","Level Up","Level 33","",""
"473","Mamoswine","Twin Tusk Pokemon","","2.50","291.00","Ice","Ground","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Snow Cloak","Boosts evasion in a hailstorm.","Thick Fat","The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.","50","50","Diamond / Pearl","0","3","0","0","0","0","50","Slow","1250000","239","70","110","130","80","70","60","80","Field","","20","221","Level Up","Knowing Ancient Power","",""
"339","Barboach","Whiskers Pokemon","",".40","1.90","Water","Ground","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Anticipation","The Pokemon can sense an opposing Pokemon's dangerous moves.","Hydration","Heals status conditions if it's raining.","50","50","Ruby / Sapphire","1","0","0","0","0","0","190","Medium Fast","1000000","58","70","50","48","43","46","41","60","Water 2","","20","","","","",""
"340","Whiscash","Whiskers Pokemon","",".90","23.60","Water","Ground","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Anticipation","The Pokemon can sense an opposing Pokemon's dangerous moves.","Hydration","Heals status conditions if it's raining.","50","50","Ruby / Sapphire","2","0","0","0","0","0","75","Medium Fast","1000000","164","70","110","78","73","76","71","60","Water 2","","20","339","Level Up","Level 30","",""
"238","Smoochum","Kiss Pokemon","",".40","6.00","Ice","Psychic","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Forewarn","When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.","Hydration","Heals status conditions if it's raining.","0","100","Gold / Silver / Crystal","0","0","0","1","0","0","45","Medium Fast","1000000","61","70","45","30","15","85","65","65","Undiscovered","","25","","","","",""
"124","Jynx","Human Shape Pokemon","","1.40","40.60","Ice","Psychic","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Forewarn","When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.","Dry Skin","Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.","0","100","Red / Blue / Yellow","0","0","0","2","0","0","45","Medium Fast","1000000","159","70","65","50","35","115","95","95","Human-Like","","25","238","Level Up","Level 30","",""
"199","Slowking","Royal Pokemon","","2.00","79.50","Water","Psychic","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Regenerator","Restores a little HP when withdrawn from battle.","50","50","Gold / Silver / Crystal","0","0","0","0","3","0","70","Medium Fast","1000000","172","70","95","75","80","100","110","30","Monster","Water 1","20","79","Trade","King's Rock","",""
"79","Slowpoke","Dopey Pokemon","","1.20","36.00","Water","Psychic","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Regenerator","Restores a little HP when withdrawn from battle.","50","50","Red / Blue / Yellow","1","0","0","0","0","0","190","Medium Fast","1000000","63","70","90","65","65","40","40","15","Monster","Water 1","20","","","","",""
"80","Slowbro","Hermit Crab Pokemon","","1.60","78.50","Water","Psychic","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Regenerator","Restores a little HP when withdrawn from battle.","50","50","Red / Blue / Yellow","0","0","2","0","0","0","75","Medium Fast","1000000","172","70","95","75","110","100","80","30","Monster","Water 1","20","79","Level Up","Level 37","",""
"322","Numel","Numb Pokemon","",".70","24.00","Fire","Ground","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Simple","The stat changes the Pokemon receives are doubled.","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","50","50","Ruby / Sapphire","0","0","0","1","0","0","255","Medium Fast","1000000","61","70","60","60","40","65","45","35","Field","","20","","","","",""
"314","Illumise","Firefly Pokemon","",".60","17.70","Bug","","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Tinted Lens","The Pokemon can use "not very effective" moves to deal regular damage.","Prankster","Gives priority to a status move.","0","100","Ruby / Sapphire","0","0","0","0","0","1","150","Fluctuating","1640000","151","70","65","47","75","73","85","85","Bug","Human-Like","15","","","","",""
"744-1","Rockruff","Puppy Pokemon","",".50","9.20","Rock","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","","","","","50","50","Ultra Sun / Ultra Moon","0","1","0","0","0","0","190","Medium Fast","1000000","56","70","45","65","40","30","40","60","Field","","15","","","","744","Event"
"712","Bergmite","Ice Chunk Pokemon","","1.00","99.50","Ice","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Ice Body","The Pokemon gradually regains HP in a hailstorm.","Sturdy","It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.","50","50","X / Y","0","0","1","0","0","0","190","Medium Fast","1000000","61","70","55","69","85","32","35","28","Monster","","20","","","","",""
"713","Avalugg","Iceberg Pokemon","","2.00","505.00","Ice","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Ice Body","The Pokemon gradually regains HP in a hailstorm.","Sturdy","It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.","50","50","X / Y","0","0","2","0","0","0","55","Medium Fast","1000000","180","70","95","117","184","44","46","28","Monster","","20","712","Level Up","Level 37","",""
"108","Lickitung","Licking Pokemon","","1.20","65.50","Normal","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Cloud Nine","Eliminates the effects of weather.","50","50","Red / Blue / Yellow","2","0","0","0","0","0","45","Medium Fast","1000000","77","70","90","55","75","60","75","30","Monster","","20","","","","",""
"463","Lickilicky","Licking Pokemon","","1.70","140.00","Normal","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","Cloud Nine","Eliminates the effects of weather.","50","50","Diamond / Pearl","3","0","0","0","0","0","30","Medium Fast","1000000","180","70","110","85","95","80","95","50","Monster","","20","108","Level Up","Knowing Rollout","",""
"749","Mudbray","Donkey Pokemon","","1.00","110.00","Ground","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Stamina","Boosts the Defense stat when hit by an attack.","Inner Focus","The Pokemon's intensely focused, and that protects the Pokemon from flinching.","50","50","Sun / Moon","0","1","0","0","0","0","190","Medium Fast","1000000","77","70","70","100","70","45","55","45","Field","","20","","","","",""
"750","Mudsdale","Draft Horse Pokemon","","2.50","920.00","Ground","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Stamina","Boosts the Defense stat when hit by an attack.","Inner Focus","The Pokemon's intensely focused, and that protects the Pokemon from flinching.","50","50","Sun / Moon","0","2","0","0","0","0","60","Medium Fast","1000000","175","70","100","125","100","55","85","35","Field","","20","749","Level Up","Level 30","",""
"327","Spinda","Spot Panda Pokemon","","1.10","5.00","Normal","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Tangled Feet","Raises evasion if the Pokemon is confused.","Contrary","Makes stat changes have an opposite effect.","50","50","Ruby / Sapphire","0","0","0","1","0","0","255","Fast","800000","126","70","60","60","60","60","60","60","Field","Human-Like","15","","","","",""
"235","Smeargle","Painter Pokemon","","1.20","58.00","Normal","","Own Tempo","This Pokemon has its own tempo, and that prevents it from becoming confused.","Technician","Powers up the Pokemon's weaker moves.","Moody","Raises one stat sharply and lowers another every turn.","50","50","Gold / Silver / Crystal","0","0","0","0","0","1","45","Fast","800000","88","70","55","20","35","20","45","75","Field","","20","","","","",""
"115-1","Kangaskhan","Parent Pokemon","","2.20","100.00","Normal","","Parental Bond","Parent and child each attacks.","","","","","0","100","X / Y","2","0","0","0","0","0","45","Medium Fast","1000000","207","70","105","125","100","60","100","100","Monster","","20","","","","115","Mega Evolution"
"231","Phanpy","Long Nose Pokemon","",".50","33.50","Ground","","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","","","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","50","50","Gold / Silver / Crystal","1","0","0","0","0","0","120","Medium Fast","1000000","66","70","90","60","60","40","40","40","Field","","20","","","","",""
"446","Munchlax","Big Eater Pokemon","",".60","105.00","Normal","","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Thick Fat","The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Gluttony","Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.","87.5","12.5","Diamond / Pearl","1","0","0","0","0","0","50","Slow","1250000","78","70","135","85","40","40","85","5","Undiscovered","","40","","","","",""
"216","Teddiursa","Little Bear Pokemon","",".60","8.80","Normal","","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Quick Feet","Boosts the Speed stat if the Pokemon has a status condition.","Honey Gather","The Pokemon may gather Honey after a battle.","50","50","Gold / Silver / Crystal","0","1","0","0","0","0","120","Medium Fast","1000000","66","70","60","80","50","50","50","40","Field","","20","","","","",""
"659","Bunnelby","Digging Pokemon","",".40","5.00","Normal","","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Cheek Pouch","Restores HP as well when the Pokemon eats a Berry.","Huge Power","Doubles the Pokemon's Attack stat.","50","50","X / Y","0","0","0","0","0","1","255","Medium Fast","1000000","47","70","38","36","38","32","36","57","Field","","15","","","","",""
"660","Diggersby","Digging Pokemon","","1.00","42.40","Normal","Ground","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Cheek Pouch","Restores HP as well when the Pokemon eats a Berry.","Huge Power","Doubles the Pokemon's Attack stat.","50","50","X / Y","2","0","0","0","0","0","127","Medium Fast","1000000","148","70","85","56","77","50","77","78","Field","","15","659","Level Up","Level 20","",""
"710","Pumpkaboo","Pumpkin Pokemon","",".40","5.00","Ghost","Grass","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Frisk","When it enters a battle, the Pokemon can check an opposing Pokemon's held item.","Insomnia","The Pokemon is suffering from insomnia and cannot fall asleep.","50","50","X / Y","0","0","1","0","0","0","120","Medium Fast","1000000","67","70","49","66","70","44","55","51","Amorphous","","20","","","","",""
"710-1","Pumpkaboo","Pumpkin Pokemon","",".30","3.50","Ghost","Grass","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Frisk","When it enters a battle, the Pokemon can check an opposing Pokemon's held item.","Insomnia","The Pokemon is suffering from insomnia and cannot fall asleep.","50","50","X / Y","0","0","1","0","0","0","120","Medium Fast","1000000","67","70","44","66","70","44","55","56","Amorphous","","20","","","","710","Small Size"
"710-2","Pumpkaboo","Pumpkin Pokemon","",".50","7.50","Ghost","Grass","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Frisk","When it enters a battle, the Pokemon can check an opposing Pokemon's held item.","Insomnia","The Pokemon is suffering from insomnia and cannot fall asleep.","50","50","X / Y","0","0","1","0","0","0","120","Medium Fast","1000000","67","70","54","66","70","44","55","46","Amorphous","","20","","","","710","Large Size"
"710-3","Pumpkaboo","Pumpkin Pokemon","",".80","15.00","Ghost","Grass","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Frisk","When it enters a battle, the Pokemon can check an opposing Pokemon's held item.","Insomnia","The Pokemon is suffering from insomnia and cannot fall asleep.","50","50","X / Y","0","0","1","0","0","0","120","Medium Fast","1000000","67","70","59","66","70","44","55","41","Amorphous","","20","","","","710","Super Size"
"711","Gourgeist","Pumpkin Pokemon","",".90","12.50","Ghost","Grass","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Frisk","When it enters a battle, the Pokemon can check an opposing Pokemon's held item.","Insomnia","The Pokemon is suffering from insomnia and cannot fall asleep.","50","50","X / Y","0","0","2","0","0","0","60","Medium Fast","1000000","173","70","56","90","122","58","75","84","Amorphous","","20","710","Trade","","",""
"711-1","Gourgeist","Pumpkin Pokemon","",".70","9.50","Ghost","Grass","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Frisk","When it enters a battle, the Pokemon can check an opposing Pokemon's held item.","Insomnia","The Pokemon is suffering from insomnia and cannot fall asleep.","50","50","X / Y","0","0","2","0","0","0","60","Medium Fast","1000000","173","70","55","85","122","58","75","99","Amorphous","","20","710-1","Trade","","711","Small Size"
"711-2","Gourgeist","Pumpkin Pokemon","","1.10","14.00","Ghost","Grass","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Frisk","When it enters a battle, the Pokemon can check an opposing Pokemon's held item.","Insomnia","The Pokemon is suffering from insomnia and cannot fall asleep.","50","50","X / Y","0","0","2","0","0","0","60","Medium Fast","1000000","173","70","75","95","122","58","75","69","Amorphous","","20","710-2","Trade","","711","Large Size"
"711-3","Gourgeist","Pumpkin Pokemon","","1.70","39.00","Ghost","Grass","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Frisk","When it enters a battle, the Pokemon can check an opposing Pokemon's held item.","Insomnia","The Pokemon is suffering from insomnia and cannot fall asleep.","50","50","X / Y","0","0","2","0","0","0","60","Medium Fast","1000000","173","70","85","100","122","58","75","54","Amorphous","","20","710-3","Trade","","711","Super Size"
"263","Zigzagoon","Tiny Raccoon Pokemon","",".40","17.50","Normal","","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Gluttony","Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.","Quick Feet","Boosts the Speed stat if the Pokemon has a status condition.","50","50","Ruby / Sapphire","0","0","0","0","0","1","255","Medium Fast","1000000","56","70","38","30","41","30","41","60","Field","","15","","","","",""
"264","Linoone","Rushing Pokemon","",".50","32.50","Normal","","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Gluttony","Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.","Quick Feet","Boosts the Speed stat if the Pokemon has a status condition.","50","50","Ruby / Sapphire","0","0","0","0","0","2","90","Medium Fast","1000000","147","70","78","70","61","50","61","100","Field","","15","263","Level Up","Level 20","",""
"52","Meowth","Scratch Cat Pokemon","",".40","4.20","Normal","","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Technician","Powers up the Pokemon's weaker moves.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","50","50","Red / Blue / Yellow","0","0","0","0","0","1","255","Medium Fast","1000000","58","70","40","45","35","40","40","90","Field","","20","","","","",""
"52-1","Meowth","Scratch Cat Pokemon","",".40","4.20","Dark","","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Technician","Powers up the Pokemon's weaker moves.","Rattled","Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.","50","50","Sun / Moon","0","0","0","0","0","1","255","Medium Fast","1000000","58","70","40","35","35","50","40","90","Field","","20","","","","52","Alolan"
"311","Plusle","Cheering Pokemon","",".40","4.20","Electric","","Plus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","","","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","50","50","Ruby / Sapphire","0","0","0","0","0","1","200","Medium Fast","1000000","142","70","60","50","40","85","75","95","Fairy","","20","","","","",""
"599","Klink","Gear Pokemon","",".30","21.00","Steel","","Plus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","Minus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","Clear Body","Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.","0","0","Black / White","0","0","1","0","0","0","130","Medium Slow","1059860","60","70","40","55","70","45","60","30","Mineral","","20","","","","",""
"600","Klang","Gear Pokemon","",".60","51.00","Steel","","Plus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","Minus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","Clear Body","Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.","0","0","Black / White","0","0","2","0","0","0","60","Medium Slow","1059860","154","70","60","80","95","70","85","50","Mineral","","20","599","Level Up","Level 38","",""
"601","Klinklang","Gear Pokemon","",".60","81.00","Steel","","Plus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","Minus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","Clear Body","Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.","0","0","Black / White","0","0","3","0","0","0","30","Medium Slow","1059860","234","70","60","100","115","70","85","90","Mineral","","20","600","Level Up","Level 49","",""
"211","Qwilfish","Balloon Pokemon","",".50","3.90","Water","Poison","Poison Point","Contact with the Pokemon may poison the attacker.","","","Intimidate","The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.","50","50","Gold / Silver / Crystal","0","1","0","0","0","0","45","Medium Fast","1000000","88","70","65","95","85","55","55","85","Water 2","","20","","","","",""
"690","Skrelp","Mock Kelp Pokemon","",".50","7.30","Poison","Water","Poison Point","Contact with the Pokemon may poison the attacker.","Poison Touch","May poison a target when the Pokemon makes contact.","Adaptability","Powers up moves of the same type as the Pokemon.","50","50","X / Y","0","0","0","0","1","0","225","Medium Fast","1000000","64","70","50","60","60","60","60","30","Water 1","Dragon","20","","","","",""
"691","Dragalge","Mock Kelp Pokemon","","1.80","81.50","Poison","Dragon","Poison Point","Contact with the Pokemon may poison the attacker.","Poison Touch","May poison a target when the Pokemon makes contact.","Adaptability","Powers up moves of the same type as the Pokemon.","50","50","X / Y","0","0","0","0","2","0","55","Medium Fast","1000000","173","70","65","75","90","97","123","44","Water 1","Dragon","20","690","Level Up","Level 48","",""
"31","Nidoqueen","Drill Pokemon","","1.30","60.00","Poison","Ground","Poison Point","Contact with the Pokemon may poison the attacker.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Sheer Force","Removes additional effects to increase the power of moves when attacking.","0","100","Red / Blue / Yellow","3","0","0","0","0","0","45","Medium Slow","1059860","227","70","90","92","87","75","85","76","Undiscovered","","20","30","Evolutionary Stone","Moon Stone","",""
"34","Nidoking","Drill Pokemon","","1.40","62.00","Poison","Ground","Poison Point","Contact with the Pokemon may poison the attacker.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Sheer Force","Removes additional effects to increase the power of moves when attacking.","100","0","Red / Blue / Yellow","0","3","0","0","0","0","45","Medium Slow","1059860","227","70","81","102","77","85","75","85","Monster","Field","20","33","Evolutionary Stone","Moon Stone","",""
"29","Nidoran_(Female)","Poison Pin Pokemon","",".40","7.00","Poison","","Poison Point","Contact with the Pokemon may poison the attacker.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Hustle","Boosts the Attack stat, but lowers accuracy.","0","100","Red / Blue / Yellow","1","0","0","0","0","0","235","Medium Slow","1059860","55","70","55","47","52","40","40","41","Monster","Field","20","","","","",""
"30","Nidorina","Poison Pin Pokemon","",".80","20.00","Poison","","Poison Point","Contact with the Pokemon may poison the attacker.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Hustle","Boosts the Attack stat, but lowers accuracy.","0","100","Red / Blue / Yellow","2","0","0","0","0","0","120","Medium Slow","1059860","128","70","70","62","67","55","55","56","Undiscovered","","20","29","Level Up","Level 16","",""
"32","Nidoran_(Male)","Poison Pin Pokemon","",".50","9.00","Poison","","Poison Point","Contact with the Pokemon may poison the attacker.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Hustle","Boosts the Attack stat, but lowers accuracy.","100","0","Red / Blue / Yellow","0","1","0","0","0","0","235","Medium Slow","1059860","55","70","46","57","40","40","40","50","Monster","Field","20","","","","",""
"33","Nidorino","Poison Pin Pokemon","",".90","19.50","Poison","","Poison Point","Contact with the Pokemon may poison the attacker.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","Hustle","Boosts the Attack stat, but lowers accuracy.","100","0","Red / Blue / Yellow","0","2","0","0","0","0","120","Medium Slow","1059860","128","70","61","72","57","55","55","65","Monster","Field","20","32","Level Up","Level 16","",""
"117","Seadra","Dragon Pokemon","","1.20","25.00","Water","","Poison Point","Contact with the Pokemon may poison the attacker.","Sniper","Powers up moves if they become critical hits when attacking.","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","50","50","Red / Blue / Yellow","0","0","1","1","0","0","75","Medium Fast","1000000","154","70","55","65","95","95","45","85","Water 1","Dragon","20","116","Level Up","Level 32","",""
"543","Venipede","Centipede Pokemon","",".40","5.30","Bug","Poison","Poison Point","Contact with the Pokemon may poison the attacker.","Swarm","Powers up Bug-type moves when the Pokemon's HP is low.","Speed Boost","Its Speed stat is boosted every turn","50","50","Black / White","0","0","1","0","0","0","255","Medium Slow","1059860","52","70","30","45","59","30","39","57","Bug","","15","","","","",""
"544","Whirlipede","Curlipede Pokemon","","1.20","58.50","Bug","Poison","Poison Point","Contact with the Pokemon may poison the attacker.","Swarm","Powers up Bug-type moves when the Pokemon's HP is low.","Speed Boost","Its Speed stat is boosted every turn","50","50","Black / White","0","0","2","0","0","0","120","Medium Slow","1059860","126","70","40","55","99","40","79","47","Bug","","15","543","Level Up","Level 22","",""
"545","Scolipede","Megapede Pokemon","","2.50","200.50","Bug","Poison","Poison Point","Contact with the Pokemon may poison the attacker.","Swarm","Powers up Bug-type moves when the Pokemon's HP is low.","Speed Boost","Its Speed stat is boosted every turn","50","50","Black / White","0","0","0","0","0","3","45","Medium Slow","1059860","218","70","60","110","59","55","69","112","Bug","","20","544","Level Up","Level 30","",""
"88-1","Grimer","Sludge Pokemon","",".70","42.00","Poison","Dark","Poison Touch","May poison a target when the Pokemon makes contact.","Gluttony","Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.","Power of Alchemy","The Pokemon copies the Ability of a defeated ally.","50","50","Sun / Moon","1","0","0","0","0","0","190","Medium Fast","1000000","65","70","80","80","50","40","50","25","Amorphous","","20","","","","88","Alolan"
"89-1","Muk","Sludge Pokemon","","1.00","52.00","Poison","Dark","Poison Touch","May poison a target when the Pokemon makes contact.","Gluttony","Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.","Power of Alchemy","The Pokemon copies the Ability of a defeated ally.","50","50","Sun / Moon","1","1","0","0","0","0","75","Medium Fast","1000000","175","70","105","105","75","65","100","50","Amorphous","","20","88-1","Level Up","Level 38 In Alola","89","Alolan"
"308-1","Medicham","Meditate Pokemon","","1.30","31.50","Fighting","Psychic","Pure Power","Using its pure power, the Pokemon doubles its Attack stat.","","","","","50","50","X / Y","0","0","0","0","0","2","90","Medium Fast","1000000","179","70","60","100","85","80","85","100","Human-Like","","20","","","","308","Mega Evolution"
"307","Meditite","Meditate Pokemon","",".60","11.20","Fighting","Psychic","Pure Power","Using its pure power, the Pokemon doubles its Attack stat.","","","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Ruby / Sapphire","0","0","0","0","0","1","180","Medium Fast","1000000","56","70","60","40","55","40","55","60","Human-Like","","20","","","","",""
"308","Medicham","Meditate Pokemon","","1.30","31.50","Fighting","Psychic","Pure Power","Using its pure power, the Pokemon doubles its Attack stat.","","","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Ruby / Sapphire","0","0","0","0","0","2","90","Medium Fast","1000000","144","70","60","60","75","60","75","80","Human-Like","","20","307","Level Up","Level 37","",""
"766","Passimian","Teamwork Pokemon","","2.00","82.80","Fighting","","Receiver","The Pokemon copies the Ability of a defeated ally.","","","Defiant","Boosts the Pokemon's Attack stat sharply when its stats are lowered.","50","50","Sun / Moon","0","2","0","0","0","0","45","Slow","1250000","172","70","100","120","90","40","60","80","Field","","20","","","","",""
